uuid,modificationDate,entryDate,playDate,usesTeams,durationMin,ignored,manualWinner,rounds,bggId,importPlayId,locationRefId,gameRefId,rating,nemestatsId,scoringSetting,comments,board,playImages,bggLastSync,scoresheet
911533d1-5267-4fba-9840-df51fd4d1f67,2021-01-18 15:03:05,2019-09-23 22:00:45,2017-01-23 10:00:00,false,30,false,true,0,0,0,2,25,0,0,0,Expert difficulty,,,,
d6948260-f9d7-4bb4-92f8-4c002726f3b8,2021-01-18 15:03:04,2019-09-23 22:03:03,2017-01-23 10:00:00,false,60,false,true,0,0,0,2,38,0,0,0,5 epidemics 7 event cards,,,,
a397b905-5ecd-4033-b174-b2a7f80d2918,2021-01-18 15:03:04,2019-09-23 22:06:12,2017-01-23 10:00:00,false,10,false,true,0,0,0,2,56,0,0,0,,,,,
3d2863ab-5c98-437b-8897-fcf78b34faff,2021-01-18 15:03:04,2019-09-23 22:07:12,2017-01-28 10:00:00,false,30,false,true,0,0,0,1,39,0,0,0,"medium: 4 epidemics, 4 events",,,,
2a648caf-2a84-458b-809a-cb22b11530ad,2021-01-18 15:03:04,2019-09-23 22:09:42,2017-01-29 10:00:00,false,45,false,false,0,0,0,1,39,0,0,0,5 epidemics 7 events,,,,
df020f1d-ab6a-4bed-834b-aca3d6718fca,2021-01-18 15:03:04,2019-09-23 22:12:20,2017-02-01 10:00:00,false,20,false,false,0,0,0,1,43,0,0,0,,,,,
705fc314-542d-4b1b-83b8-b6e1ef49cb20,2021-01-18 15:03:04,2019-09-23 22:13:38,2017-02-13 10:00:00,false,45,false,false,0,0,0,2,24,0,0,0,"Difficulty: recruit
Map: Hard

Building Collapsed",,,,
37aec9f6-0fea-4ab3-bb94-880042c519fd,2021-01-18 15:03:04,2019-09-23 22:15:41,2017-02-13 10:00:00,false,45,false,true,0,0,0,2,24,0,0,0,"Difficulty: Recruit
Map: Hard

0 casualties",,,,
7616eafa-4134-428b-bfb2-6e071e3866db,2021-01-18 15:03:04,2019-09-23 22:18:58,2017-02-13 10:00:00,false,12,false,true,0,0,0,2,56,0,0,0,Perfect game!,,,,
2148308f-83b3-42b9-833d-606d0d0c24eb,2021-01-18 15:03:04,2019-09-23 22:20:18,2017-02-20 10:00:00,false,50,false,false,0,0,0,2,28,0,0,0,,,,,
cb201043-8326-46b0-8208-7f27e8a8cf4c,2021-01-18 15:03:04,2019-09-23 22:22:34,2017-02-20 10:00:00,false,30,false,false,0,0,0,2,8,0,0,0,,,,,
3053a2bc-2235-44ef-a587-4e6d81bbe476,2021-01-18 15:03:04,2019-09-23 22:24:38,2017-02-23 10:00:00,false,45,false,false,0,0,0,1,20,0,0,0,,Journey cards,,,
00ab4f5f-d71e-4dd8-8946-ef5a2ed948e6,2021-01-18 15:03:04,2019-09-23 22:27:08,2017-02-23 10:00:00,false,45,false,false,10,0,0,1,30,0,0,0,,Journey cards,,,
11cc658c-a933-4ac1-90ea-b03558f360f5,2021-01-18 15:03:04,2019-09-24 09:49:04,2017-03-04 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,Journey cards,,,
ea96bff3-a8ae-43ac-900a-9d2532749d95,2021-01-18 15:03:04,2019-11-03 12:39:17,2017-03-04 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,Journey cards,,,
7c5aa97e-ddf3-4092-95a0-fc139cb86079,2021-01-18 15:03:04,2019-11-03 12:39:20,2017-03-04 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,Journey cards,,,
35af2448-700a-4c54-8ea0-c40ff08f6bc8,2021-01-18 15:03:04,2019-09-24 13:28:11,2017-03-05 10:00:00,false,60,false,true,0,0,0,1,2,0,0,0,Year 6,"",,,
064e836e-d561-4352-b383-7a8b08a90f96,2021-01-18 15:03:04,2019-09-24 13:30:13,2017-03-13 10:00:00,false,30,false,false,0,0,0,2,7,0,0,0,,"",,,
f3dc2564-d0ef-46ce-a6ae-f79ec36f7066,2021-01-18 15:03:04,2019-09-24 13:33:59,2017-03-13 10:00:00,false,30,false,false,0,0,0,2,7,0,0,0,,"",,,
771d1322-2eba-48f8-8e1e-5b745c079587,2021-01-18 15:03:04,2019-09-24 13:34:46,2017-03-13 10:00:00,false,30,false,false,0,0,0,2,7,0,0,0,,"",,,
bf5584c8-256c-4081-904e-959fd93dcae9,2021-01-18 15:03:04,2019-09-24 13:36:24,2017-03-20 10:00:00,false,90,false,true,0,0,0,2,59,0,0,0,,"",,,
b71666f6-14a3-4eb2-b43b-389ebc3b5fa6,2021-01-18 15:03:04,2019-09-24 14:26:00,2017-03-27 10:00:00,false,90,false,true,0,0,0,2,2,0,0,0,Year 7,"",,,
da437044-5d11-4339-9046-83e959579369,2021-01-18 15:03:03,2019-09-24 14:35:03,2017-04-01 10:00:00,false,45,false,true,0,0,0,1,3,0,0,0,,"",,,
c53c699f-0d4d-4ff5-a07a-54ea2da33b2e,2021-01-18 15:03:03,2019-09-24 14:43:05,2017-04-03 10:00:00,false,0,false,false,0,0,0,2,34,0,0,0,,"",,,
f0d02daa-4109-4aed-9764-a7a494fa90e4,2021-01-18 15:03:03,2019-09-24 14:44:16,2017-04-10 10:00:00,false,45,false,false,0,0,0,2,50,0,0,0,,"",,,
3e0e9b8c-db7b-4d0c-a964-c9634fec7321,2021-01-18 15:03:03,2019-09-24 14:46:14,2017-04-10 10:00:00,false,0,false,false,0,0,0,2,58,0,0,0,,"",,,
1d25f421-3bf1-4396-88fe-9697f5552f39,2021-01-18 15:03:03,2019-09-24 14:47:27,2017-04-10 10:00:00,false,10,false,true,0,0,0,2,56,0,0,0,,"",,,
03e80f28-e6e5-4573-83b4-4869dc5e7ab5,2021-01-18 15:03:03,2019-09-24 14:49:08,2017-04-17 10:00:00,false,40,false,false,0,0,0,2,55,0,0,0,,"",,,
07d259fd-9eca-4436-b39f-5c7f43932750,2021-01-18 15:03:03,2019-09-24 14:50:08,2017-04-17 10:00:00,false,3,false,true,0,0,0,2,56,0,0,0,,"",,,
eddb1aeb-ebf1-4439-ab58-222162ee81df,2021-01-18 15:03:03,2019-09-24 14:50:50,2017-04-17 10:00:00,false,5,false,true,0,0,0,2,56,0,0,0,,"",,,
fcea9883-473b-408c-b39a-42d30d31c980,2021-01-18 15:03:03,2019-09-24 14:57:54,2017-04-28 10:00:00,false,40,false,true,0,0,0,2,20,0,0,0,,"",,,
92fd540d-e5fe-47e6-8ee4-444916c4b9d1,2021-01-18 15:03:03,2019-09-24 14:59:09,2017-04-28 10:00:00,true,40,false,false,3,0,0,1,18,0,0,0,,"",,,
3dbcb4b1-219c-4ffe-bda9-db8b8c97750b,2021-01-18 15:03:03,2019-09-24 15:06:08,2017-05-08 10:00:00,false,45,false,false,0,0,0,2,14,0,0,0,,"",,,
244e6dce-c535-49e0-a797-a549d85f04ee,2021-01-18 15:03:03,2019-09-24 15:10:21,2017-05-08 10:00:00,false,60,false,true,0,0,0,2,39,0,0,0,"5 epidemics
6 event cards","",,,
20365221-ca5e-45c2-b409-7b49f5a352fc,2021-01-18 15:03:03,2019-09-24 15:13:03,2017-05-08 10:00:00,false,12,false,true,0,0,0,2,56,0,0,0,,"",,,
1D803AFC-FB0C-4C78-8C14-DE976C0EF8DF,2020-12-13 09:56:02,2020-10-20 21:26:16,2017-05-14 21:26:16,false,0,false,false,0,0,0,,107,0,0,0,,"",[],2020-10-20 21:26:44,
3f93a4f8-c7c3-4d8d-a3f9-d20eb178e3e2,2021-01-18 15:03:03,2019-09-24 15:14:21,2017-05-23 10:00:00,false,40,false,false,0,0,0,2,14,0,0,0,,"",,,
8177fb38-1afa-439c-8755-a50360931eed,2021-01-18 15:03:03,2019-09-24 15:15:51,2017-05-23 10:00:00,false,20,false,true,0,0,0,2,57,0,0,0,,"",,,
f5763407-e8ff-4a51-9ca9-03474ed0ed09,2021-01-18 15:03:03,2019-09-24 15:16:29,2017-05-23 10:00:00,false,20,false,true,0,0,0,2,57,0,0,0,,"",,,
2503C205-58DB-403A-A5E9-98725CE12330,2020-12-13 09:56:02,2020-10-20 21:20:01,2017-05-23 21:20:01,false,0,false,true,0,0,0,,107,0,0,0,Military cribbage,"",[],,
96C86825-F735-475C-86B6-2828CEE966E6,2020-12-13 09:56:02,2020-10-20 21:29:07,2017-05-27 21:29:07,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
c33c4b55-6b88-4edc-ac6e-009fcf94716a,2021-01-18 15:03:03,2019-09-24 15:17:32,2017-05-29 10:00:00,false,120,false,true,0,0,0,2,37,0,0,0,"",Glogos Caverns,,,
1cde3312-de94-4bbe-87fa-fae29ed32776,2021-01-18 15:03:03,2019-09-24 15:18:30,2017-05-29 10:00:01,false,40,false,true,0,0,0,2,24,0,0,0,"Experienced setup
3 fires, 4 hazards, Fire Truck and Ambulance","",,,
6544b873-e196-4299-a87b-7556556b88d3,2021-01-18 15:03:03,2019-09-24 15:20:20,2017-05-29 10:00:02,false,20,false,false,0,0,0,2,39,0,0,0,"6 epidemics
8 events","",,,
ca1f1210-3340-4034-b09a-1d414e1592c7,2021-01-18 15:03:02,2019-09-24 15:23:25,2017-05-30 10:00:00,false,90,false,true,0,0,0,1,37,0,0,0,,Glogos Caverns,,,
fd92fbb3-2a13-49f8-8f37-41543635c89c,2021-01-18 15:03:02,2019-09-24 15:38:00,2017-06-12 10:00:01,false,120,false,false,0,0,0,1,31,0,0,0,,"",,,
0c4e3e7b-3e1f-4503-bf47-35288728fdd4,2021-01-18 15:03:02,2019-09-24 15:39:27,2017-06-12 10:00:02,false,30,false,true,0,0,0,1,7,0,0,0,"Everyone tied.
Martha and Will won first tie break
Martha won second tie break","",,,
18933d9c-1e19-4482-a055-443aec5186a2,2021-01-18 15:03:02,2019-09-24 15:42:24,2017-06-12 10:00:03,false,20,false,true,0,0,0,1,7,0,0,0,"Everyone tied
Andrew and Peter won first tie break
Andrew won the second tie break
","",,,
F716F306-ECD9-4F00-8806-AABDD9E862B5,2020-12-13 09:56:02,2020-10-20 21:15:37,2017-06-20 21:15:37,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
403879a3-bd7f-4346-9c67-0db172d75ebb,2021-01-18 15:03:02,2019-09-24 15:44:26,2017-06-27 10:00:00,false,45,false,true,0,0,0,1,58,0,0,0,,"",,,
ba672a58-6f9e-44ed-b29f-a98aa018913c,2021-01-18 15:03:02,2019-09-24 15:54:39,2017-06-28 10:00:00,false,120,false,true,0,0,0,1,2,0,0,0,Year 7,"",,,
2AD92ECC-517C-435A-8893-DB538B80A10C,2020-12-13 09:56:02,2020-10-20 21:29:47,2017-07-11 21:29:47,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
ffd4811d-e7ae-4fef-88e6-0bde03673f18,2021-01-18 15:03:02,2019-09-24 20:00:48,2017-07-12 10:00:00,false,45,false,false,0,0,0,1,19,0,0,0,,"",,,
6debc3bb-9ddd-4a23-9c3b-6a483c2f85e0,2021-01-18 15:03:02,2019-09-24 20:02:52,2017-07-12 10:00:00,true,45,false,false,0,0,0,1,60,0,0,0,,"",,,
1FF7CF38-8E7C-4B23-885A-AE168DC15FE8,2020-12-13 09:56:02,2020-10-20 21:24:48,2017-07-14 21:24:48,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
3f83e563-6c9f-4ad1-a914-64a041f51334,2021-01-18 15:03:02,2019-09-24 20:07:26,2017-07-17 10:00:00,false,30,false,true,0,0,0,1,4,0,0,0,,"",,,
2e8944e0-025f-4795-96ae-61e97799c358,2021-01-18 15:03:02,2019-09-24 20:10:13,2017-07-31 10:00:00,false,45,false,true,0,0,0,1,54,0,0,0,,"",,,
48b0e2f8-4de2-4c70-bd5c-4c0dd8420cb6,2021-01-18 15:03:02,2019-09-24 20:16:12,2017-08-01 10:00:00,false,30,false,true,0,0,0,1,61,0,0,0,,"",,,
508ee066-0157-45f1-b2f9-fcad43c9b4d6,2021-01-18 15:03:02,2019-09-24 20:18:14,2017-08-04 10:00:00,false,30,false,true,0,0,0,1,54,0,0,0,,"",,,
b3afc4b2-4913-4622-ae97-ba34553bce51,2021-01-18 15:03:02,2019-09-24 20:19:40,2017-08-13 10:00:00,false,30,false,true,0,0,0,1,39,0,0,0,"5 epidemics
5 events","",,,
4d7cfbfe-d94c-4aaa-9479-3b8664d28627,2021-01-18 15:03:02,2019-09-24 20:21:29,2017-08-20 10:00:00,false,45,false,true,0,0,0,1,54,0,0,0,,"",,,
91eded02-9317-4e46-8698-e414c0f66594,2021-01-18 15:03:01,2019-09-24 20:23:56,2017-09-01 10:00:00,false,30,false,true,0,0,0,1,4,0,0,0,,"",,,
e8eee6f5-52e4-48c6-a5c8-7dc0b402b2fc,2021-01-18 15:03:01,2019-09-24 20:25:48,2017-09-03 10:00:00,false,45,false,true,0,0,0,4,47,0,0,0,,"",,,
09B4B1BD-E57A-4C4D-AC3C-CCDF4BE99FCD,2020-10-20 21:18:51,2020-10-20 21:18:18,2017-09-20 21:18:18,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
C2C34E6C-10B8-4855-8940-25B386CD4538,2020-12-13 09:56:02,2020-10-20 21:20:52,2017-09-30 21:20:52,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
89a80430-3212-4772-b086-137c7e81b04d,2021-01-18 15:03:01,2019-09-24 20:28:19,2017-10-08 10:00:00,false,60,false,true,0,0,0,1,38,0,0,0,"5 epidemics
6 events
","",,,
BE4ED670-C3B5-44C6-90E5-38DE92460604,2020-12-13 09:56:02,2020-10-20 21:27:07,2017-10-10 21:27:07,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
ae922cd1-2205-4421-907d-3e6e505b8a8e,2021-01-18 15:03:01,2019-09-24 20:36:13,2017-10-14 10:00:00,false,45,false,true,0,0,0,1,20,0,0,0,,"",,,
d7e70850-3592-467e-bf74-c85d41de59b0,2021-01-18 15:03:01,2019-09-24 20:37:56,2017-10-18 10:00:00,false,15,false,false,0,0,0,1,62,0,0,0,,"",,,
10509382-5371-4831-8ab4-e0d8522aa8ed,2021-01-18 15:03:01,2019-09-24 20:39:21,2017-11-10 10:00:00,false,30,false,false,0,0,0,5,63,0,0,0,,"",,,
f654230a-1cbe-423d-9bbd-42dd4d857854,2021-01-18 15:03:01,2019-09-24 20:45:06,2017-11-10 10:00:00,false,15,false,false,0,0,0,5,63,0,0,0,,"",,,
f76e1370-2a10-447c-b35f-2d196771a31c,2021-01-18 15:03:01,2019-09-24 20:46:02,2017-11-10 10:00:00,false,45,false,true,0,0,0,5,47,0,0,0,,"",,,
68f8a3e5-2a81-45a3-b4ca-7ed3ac94292b,2021-01-18 15:03:01,2019-09-24 20:54:07,2017-11-10 10:00:00,false,40,false,false,0,0,0,5,64,0,0,0,,"",,,
280d66a4-dea1-4265-9e58-7f2f719c76eb,2021-01-18 15:03:01,2019-09-24 20:58:42,2017-11-10 10:00:00,false,30,false,true,0,0,0,5,7,0,0,0,,"",,,
1831755b-934f-48f7-813d-f5177c58f43e,2021-01-18 15:03:01,2019-09-24 21:00:26,2017-11-10 10:00:00,false,30,false,true,0,0,0,5,7,0,0,0,,"",,,
d26caa40-b2aa-43f0-99b8-2e8438fa029e,2021-01-18 15:03:01,2019-09-24 21:01:02,2017-11-10 10:00:00,true,45,false,true,0,0,0,5,65,0,0,0,,"",,,
db3f3f57-f99d-4981-a53d-8d283031eb17,2021-01-18 15:03:01,2019-09-24 21:05:05,2017-11-21 10:00:00,false,15,false,true,0,0,0,5,62,0,0,0,,"",,,
aff305d5-6134-4cc3-8b84-2e4d027283df,2021-01-18 15:03:01,2019-09-24 21:07:31,2017-11-21 10:00:00,false,0,false,true,0,0,0,5,62,0,0,0,,"",,,
51300079-7c88-4d5b-9279-31ed69123880,2021-01-18 15:03:01,2019-09-24 21:07:48,2017-11-21 10:00:00,false,0,false,true,0,0,0,5,62,0,0,0,,"",,,
738e01fe-efc5-4c6c-941d-83f6e2059dc1,2021-01-18 15:03:01,2019-09-24 21:08:11,2017-11-22 10:00:00,false,0,false,true,0,0,0,1,47,0,0,0,,"",,,
f9c39141-ed4e-4ff6-a9a2-d70056fb3ab2,2021-01-18 15:03:01,2019-09-24 21:09:19,2017-11-23 10:00:00,false,30,false,true,0,0,0,1,47,0,0,0,,"",,,
61116240-28b7-4786-aeda-ff66abbac39d,2021-01-18 15:03:01,2019-09-24 21:13:03,2017-12-01 10:00:00,false,200,false,false,0,0,0,1,26,0,0,0,Scenario 1,"",,,
91453514-2695-44f7-a681-82c6d40d20d2,2021-01-18 15:03:01,2019-09-24 21:34:29,2017-12-09 10:00:00,false,0,false,true,0,0,0,1,11,0,0,0,,"",,,
a0f1966e-6a8c-4972-b24c-0d6c515b27da,2021-01-18 15:03:01,2019-09-24 21:28:41,2017-12-14 10:00:00,false,45,false,true,0,0,0,1,54,0,0,0,,"",,,
6b997955-da34-44a3-b4ad-2abf51b71289,2021-01-18 15:03:00,2019-09-24 21:36:09,2017-12-21 10:00:00,false,0,false,true,0,0,0,1,54,0,0,0,,"",,,
23865a1a-173b-466f-b3db-def014dbbfae,2021-01-18 15:03:00,2019-09-24 21:38:18,2017-12-25 10:00:00,false,60,false,true,0,0,0,1,36,0,0,0,Medium Difficulty,"",,,
1ce7bd0d-e33d-4ab7-9ff2-afe01f322048,2021-01-18 15:03:00,2019-09-24 21:41:00,2017-12-28 10:00:00,false,40,false,true,0,0,0,1,36,0,0,0,Medium Difficulty,"",,,
83bd01f7-3329-4387-b82a-5c55dec917c2,2021-01-18 15:03:00,2019-09-24 21:44:15,2017-12-29 10:00:00,false,50,false,true,0,0,0,1,36,0,0,0,,"",,,
c8a83b83-fa61-4fdc-ac2e-311208f00795,2021-01-18 15:03:00,2019-09-24 21:47:10,2017-12-30 10:00:00,true,30,false,true,0,0,0,1,66,0,0,0,,"",,,
8a4519b5-0f93-477a-88db-ffa38da1040f,2021-01-18 15:03:00,2019-09-24 21:53:59,2017-12-30 10:00:00,true,30,false,true,0,0,0,1,66,0,0,0,,"",,,
64bd43f3-0ca2-44f8-9fab-65b5e4cf05e4,2021-01-18 15:03:00,2019-09-24 21:55:30,2017-12-31 10:00:00,false,100,false,true,0,0,0,1,2,0,0,0,Year 7,"",,,
d6f61a78-724c-4ff3-b177-7298599bd386,2021-01-18 15:03:00,2019-09-24 21:58:02,2017-12-31 10:00:00,false,45,false,false,0,0,0,1,36,0,0,0,,"",,,
9288bd1b-37bb-4278-b0ef-326ca3c71080,2021-01-18 15:03:00,2019-09-24 22:02:36,2017-12-31 10:00:00,false,0,false,true,0,0,0,1,67,0,0,0,,"",,,
bc128faa-9a41-4e1f-90f5-9533d3a98063,2021-01-18 15:03:00,2019-09-24 22:04:36,2017-12-31 10:00:00,false,0,false,true,0,0,0,1,68,0,0,0,,"",,,
a12c91a1-c054-4a0a-9b5b-8f1d5fd1d65f,2021-01-18 15:03:00,2019-09-25 15:42:38,2018-01-20 10:00:00,false,45,false,true,0,0,0,5,3,0,0,0,,"",,,
a35b150a-544f-437a-9b79-836023f84ba8,2021-01-18 15:03:00,2019-09-25 15:44:09,2018-01-20 10:00:00,false,45,false,true,0,0,0,5,3,0,0,0,,"",,,
778857f5-4f6c-4c4e-b68f-29fdc8873bd8,2021-01-18 15:03:00,2019-09-25 15:45:43,2018-01-20 10:00:00,false,30,false,true,0,0,0,5,30,0,0,0,,"",,,
a8118235-7564-4f8e-b3a9-9e01495a4d06,2021-01-18 15:03:00,2019-09-25 15:47:36,2018-03-02 10:00:00,false,120,false,false,0,0,0,5,14,0,0,0,,"",,,
9bd4efd8-1d46-400b-a625-bd8fa2af62d2,2021-01-18 15:03:00,2019-09-25 15:49:46,2018-03-02 10:00:00,false,10,false,true,0,0,0,5,56,0,0,0,,"",,,
A4AB33D6-4EF9-4323-8CDA-D4C3D0B21EE6,2020-12-13 09:56:02,2020-10-20 21:23:57,2018-03-13 21:23:57,false,0,false,false,0,0,0,,107,0,0,0,,"",[],,
b5a4fc56-9311-42ac-8568-23324d9cb024,2021-01-18 15:03:00,2019-09-25 15:52:58,2018-03-20 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,"",,,
8bb607e0-c0a6-4f3f-b2f8-33cf14d88e68,2021-01-18 15:02:59,2019-11-03 12:40:38,2018-03-20 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,"",,,
9633f4d5-a07d-42b3-89ec-3af0223371f1,2021-01-18 15:02:59,2019-09-25 15:54:25,2018-03-24 10:00:00,false,60,false,false,0,0,0,1,26,0,0,0,Scenario 1,"",,,
4b42815a-07e6-4622-83d6-21faaa59263e,2021-01-18 15:02:59,2019-09-25 15:55:32,2018-03-24 10:00:00,false,100,false,true,0,0,0,1,26,0,0,0,Scenario 1,"",,,
c80efb53-ae24-4a41-829c-99d2cd846fbe,2021-01-18 15:02:59,2019-09-25 15:57:32,2018-03-27 10:00:00,false,40,false,false,0,0,0,1,7,0,0,0,,"",,,
e677a0c3-a84b-4756-b423-ed848aa31d5c,2021-01-18 15:02:59,2019-09-25 21:38:35,2018-03-28 10:00:00,false,40,false,true,0,0,0,1,36,0,0,0,Medium Difficulty,"",,,
653591c8-f699-434f-83e7-336e1df5bf8a,2021-01-18 15:02:59,2019-09-25 21:43:44,2018-03-29 10:00:00,false,50,false,true,0,0,0,1,36,0,0,0,,"",,,
f9a9c1d4-5f49-4a7c-98a2-2d107460da76,2021-01-18 15:02:59,2019-09-25 21:55:44,2018-04-13 10:00:00,false,120,false,false,0,0,0,5,14,0,0,0,,"",,,
5b530364-3fda-416c-abbd-72319d9c7d6a,2021-01-18 15:02:59,2019-09-25 21:59:50,2018-04-29 10:00:00,false,180,false,true,0,0,0,1,69,0,0,0,Case 2: The Tin Soldier,"",,,
c187ec3a-77f0-4edb-947c-e457e4c6eceb,2021-01-18 15:02:59,2019-09-25 22:05:31,2018-05-08 10:00:00,false,40,false,true,0,0,0,1,25,0,0,0,,"",,,
38880e18-1bbc-44b0-a1b7-1b91941211c7,2021-01-18 15:02:59,2019-09-25 22:10:07,2018-05-19 10:00:00,false,20,false,true,0,0,0,1,1,0,0,0,,"",,,
1c35c32b-aba3-48df-afc4-bd611bd11b28,2021-01-18 15:02:59,2019-09-25 22:11:43,2018-05-19 10:00:00,false,0,false,false,0,0,0,1,44,0,0,0,,"",,,
3ef27881-8717-483a-9cd4-1f78f2bddadc,2021-01-18 15:02:59,2019-11-03 12:41:12,2018-05-19 10:00:00,false,10,false,true,0,0,0,1,1,0,0,0,,"",,,
5258415f-81b1-4469-a17a-0bee61e502b4,2021-01-18 15:02:59,2019-09-25 22:13:40,2018-05-27 10:00:00,false,180,false,false,0,0,0,1,69,0,0,0,Case 3,"",,,
fb26318f-4e9e-421d-9867-8303b928f67c,2021-01-18 15:02:59,2019-09-25 22:18:02,2018-06-09 10:00:00,false,5,false,true,0,0,0,1,70,0,0,0,,"",,,
2559e9b6-9759-4b07-9d13-47130a9c3d4a,2021-01-18 15:02:59,2019-09-25 22:20:37,2018-06-09 10:00:00,false,5,false,true,0,0,0,1,70,0,0,0,,"",,,
88235de5-37fb-4b56-bb1c-dc3364dfa9ed,2021-01-18 15:02:59,2019-09-25 22:21:43,2018-06-09 10:00:00,false,5,false,true,0,0,0,1,70,0,0,0,,"",,,
8faf46a5-b00a-4126-ad8b-d65a9050d638,2021-01-18 15:02:59,2019-09-25 22:22:52,2018-06-09 10:00:00,false,40,false,false,0,0,0,1,7,0,0,0,,"",,,
8b0ae28f-feca-4d71-bcc8-56112d1b65d3,2021-01-18 15:02:59,2019-09-25 22:24:17,2018-06-09 10:00:00,false,30,false,false,0,0,0,1,7,0,0,0,,"",,,
9302cf8c-c09a-455d-8787-d2fb594e50d7,2021-01-18 15:02:58,2019-09-25 22:25:35,2018-06-09 10:00:00,false,75,false,true,0,0,0,1,71,0,0,0,,"",,,
366d01d4-cd84-4664-b94b-c948e3d9aa12,2021-01-18 15:02:58,2019-09-28 16:27:42,2018-06-12 10:00:00,false,0,false,true,12,0,0,1,56,0,0,0,,,,,
3a98d386-a86c-4192-8b27-c25c6d67fc19,2021-01-18 15:02:58,2019-09-28 16:37:50,2018-06-12 10:00:00,false,45,false,true,0,0,0,1,20,0,0,0,,,,,
83b9eb2a-19a5-48f3-b7ab-20d4fb2f743e,2021-01-18 15:02:58,2019-09-28 16:42:34,2018-06-19 10:00:00,false,45,false,true,0,0,0,1,73,0,0,0,,,,,
9e6b24ea-911c-4198-894c-828a02b96f37,2021-01-18 15:02:58,2019-09-28 16:47:03,2018-06-20 10:00:00,false,75,false,true,0,0,0,1,24,0,0,0,"Veteran, Hard Map","",,,
fd2a0231-4dcc-4214-9d7b-8c5b91886d25,2021-01-18 15:02:58,2019-09-28 16:50:22,2018-08-18 10:00:00,false,30,false,false,0,0,0,1,28,0,0,0,,,,,
09c48d92-e622-44c1-b2bf-50f1cc36871a,2021-01-18 15:02:58,2019-09-28 16:54:53,2018-08-18 10:00:00,false,45,false,false,0,0,0,1,38,0,0,0,"5 epidemics
5 event cards",,,,
499ed311-8b58-450f-ab91-bdbc2408e1a4,2021-01-18 15:02:58,2019-09-28 17:00:34,2018-08-18 10:00:00,false,45,false,true,0,0,0,1,38,0,0,0,"5 epidemics
5 event cards",,,,
446e615e-2352-4c4f-b557-af536a432fe0,2021-01-18 15:02:58,2019-09-28 17:05:43,2018-10-10 10:00:00,false,120,false,false,0,0,0,1,26,0,0,0,Scenario 1,,,,
b9b101a3-e0ab-41a6-8382-e53fa6433e01,2021-01-18 15:02:58,2019-09-28 17:13:34,2018-10-10 10:00:00,false,90,false,true,0,0,0,1,26,0,0,0,Scenario 1,,,,
